place_id,place_name,source,title,landing_url,image_url,thumbnail_url,creator,license,license_url,inside_boundary,bc_in_metadata,raw_location_text
provincial-blackcomb-glacier-park,Blackcomb Glacier Park,wikimedia_commons,"Blackcomb Glacier Provincial Park, BC.png","https://commons.wikimedia.org/wiki/File:Blackcomb_Glacier_Provincial_Park,_BC.png",https://upload.wikimedia.org/wikipedia/commons/f/f6/Blackcomb_Glacier_Provincial_Park%2C_BC.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/Blackcomb_Glacier_Provincial_Park%2C_BC.png/960px-Blackcomb_Glacier_Provincial_Park%2C_BC.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Preeteesh,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,False,True,"Blackcomb Glacier Provincial Park - Whistler, BC"
provincial-blackcomb-glacier-park,Blackcomb Glacier Park,wikimedia_commons,"Blackcomb Glacier Provincial Park - Coastal Mountain, Whistler, BC.png","https://commons.wikimedia.org/wiki/File:Blackcomb_Glacier_Provincial_Park_-_Coastal_Mountain,_Whistler,_BC.png",https://upload.wikimedia.org/wikipedia/commons/c/c0/Blackcomb_Glacier_Provincial_Park_-_Coastal_Mountain%2C_Whistler%2C_BC.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/Blackcomb_Glacier_Provincial_Park_-_Coastal_Mountain%2C_Whistler%2C_BC.png/960px-Blackcomb_Glacier_Provincial_Park_-_Coastal_Mountain%2C_Whistler%2C_BC.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Preeteesh,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,False,True,"Blackcomb Glacier Provincial Park - Coastal Mountain, Whistler, BC"
provincial-blanket-creek-park,Blanket Creek Park,wikimedia_commons,Owl at Night.jpg,https://commons.wikimedia.org/wiki/File:Owl_at_Night.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Owl_at_Night.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/Owl_at_Night.jpg/960px-Owl_at_Night.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Wing-Chi Poon,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,False,True,"A Barred Owl Strix varia perched on a birch tree branch at night, at Blanket Creek Provincial Park, British Columbia, Canada."
provincial-blanket-creek-park,Blanket Creek Park,wikimedia_commons,"Blanket Creek Provincial Park, BC Canada Lagune by Kdruzhki.jpg","https://commons.wikimedia.org/wiki/File:Blanket_Creek_Provincial_Park,_BC_Canada_Lagune_by_Kdruzhki.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e4/Blanket_Creek_Provincial_Park%2C_BC_Canada_Lagune_by_Kdruzhki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/Blanket_Creek_Provincial_Park%2C_BC_Canada_Lagune_by_Kdruzhki.jpg/960px-Blanket_Creek_Provincial_Park%2C_BC_Canada_Lagune_by_Kdruzhki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ksenia Druzhkina,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,True,"Commons coordinates: 50.836769, -118.082475; Blanket Creek Provincial Park, BC Canada Lagune - Morning by Kdruzhki"
provincial-blanket-creek-park,Blanket Creek Park,wikimedia_commons,"Creek near Sutherland Falls Blanket Creek Provincial Park, BC.jpg","https://commons.wikimedia.org/wiki/File:Creek_near_Sutherland_Falls_Blanket_Creek_Provincial_Park,_BC.jpg",https://upload.wikimedia.org/wikipedia/commons/b/bb/Creek_near_Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/Creek_near_Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC.jpg/960px-Creek_near_Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ksenia Druzhkina,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,True,"Sutherland Falls Blanket Creek Provincial Park, BC by Kdruzhki"
provincial-blanket-creek-park,Blanket Creek Park,wikimedia_commons,"Sutherland Falls Blanket Creek Provincial Park, BC Canada by Kdruzhki.jpg","https://commons.wikimedia.org/wiki/File:Sutherland_Falls_Blanket_Creek_Provincial_Park,_BC_Canada_by_Kdruzhki.jpg",https://upload.wikimedia.org/wikipedia/commons/0/05/Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC_Canada_by_Kdruzhki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC_Canada_by_Kdruzhki.jpg/960px-Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC_Canada_by_Kdruzhki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ksenia Druzhkina,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,True,"Sutherland Falls Blanket Creek Provincial Park, BC Canada by Kdruzhki"
provincial-blanket-creek-park,Blanket Creek Park,wikimedia_commons,"Sutherland Falls Blanket Creek Provincial Park, BC Canada - beautiful view by Kdruzhki.jpg","https://commons.wikimedia.org/wiki/File:Sutherland_Falls_Blanket_Creek_Provincial_Park,_BC_Canada_-_beautiful_view_by_Kdruzhki.jpg",https://upload.wikimedia.org/wikipedia/commons/e/ea/Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC_Canada_-_beautiful_view_by_Kdruzhki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC_Canada_-_beautiful_view_by_Kdruzhki.jpg/960px-Sutherland_Falls_Blanket_Creek_Provincial_Park%2C_BC_Canada_-_beautiful_view_by_Kdruzhki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ksenia Druzhkina,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,True,"Sutherland Falls Blanket Creek Provincial Park, BC Canada - beautiful view by Kdruzhki"
provincial-bridal-veil-falls-park,Bridal Veil Falls Park,wikimedia_commons,Crepuscular rays by Bridal Veil Falls.JPG,https://commons.wikimedia.org/wiki/File:Crepuscular_rays_by_Bridal_Veil_Falls.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Crepuscular_rays_by_Bridal_Veil_Falls.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/Crepuscular_rays_by_Bridal_Veil_Falls.JPG/960px-Crepuscular_rays_by_Bridal_Veil_Falls.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,The High Fin Sperm Whale,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,False,True,"Commons coordinates: 49.186111, -121.720833; Crepuscular rays at Bridal Veil Falls, British Columbia."
provincial-bridal-veil-falls-park,Bridal Veil Falls Park,wikimedia_commons,"Bridal Veil Falls, BC, Canada.jpg","https://commons.wikimedia.org/wiki/File:Bridal_Veil_Falls,_BC,_Canada.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4d/Bridal_Veil_Falls%2C_BC%2C_Canada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/Bridal_Veil_Falls%2C_BC%2C_Canada.jpg/960px-Bridal_Veil_Falls%2C_BC%2C_Canada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,The High Fin Sperm Whale,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,False,True,"Bridal Veil Falls, in British Columbia, Canada."
provincial-broughton-archipelago-park,Broughton Archipelago Park,wikimedia_commons,Broughton Archipelago and Queen Charlotte Strait.jpg,https://commons.wikimedia.org/wiki/File:Broughton_Archipelago_and_Queen_Charlotte_Strait.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d0/Broughton_Archipelago_and_Queen_Charlotte_Strait.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/Broughton_Archipelago_and_Queen_Charlotte_Strait.jpg/960px-Broughton_Archipelago_and_Queen_Charlotte_Strait.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Laurie MacBride,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,False,True,"Looking towards Queen Charlotte Strait from just outside Sunday Harbour in Broughton Archipelago Marine Provincial Park, British Columbia"
provincial-broughton-archipelago-park,Broughton Archipelago Park,wikimedia_commons,Broughton Archipelago Marine Provincial Park.jpg,https://commons.wikimedia.org/wiki/File:Broughton_Archipelago_Marine_Provincial_Park.jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/Broughton_Archipelago_Marine_Provincial_Park.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/Broughton_Archipelago_Marine_Provincial_Park.jpg/960px-Broughton_Archipelago_Marine_Provincial_Park.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Laurie MacBride,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,False,True,"The shoreline of Eden Island in the Broughton Archipelago Marine Provincial Park, British Columbia"
provincial-buccaneer-bay-park,Buccaneer Bay Park,wikimedia_commons,Buccaneer Bay Sand Spit.jpg,https://commons.wikimedia.org/wiki/File:Buccaneer_Bay_Sand_Spit.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Buccaneer_Bay_Sand_Spit.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/Buccaneer_Bay_Sand_Spit.jpg/960px-Buccaneer_Bay_Sand_Spit.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,BWJinks,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,False,True,Photograph of Bucaneer Bay BC taken from a drone
provincial-cathedral-park,Cathedral Park,wikimedia_commons,Trips 05 - Cathedral Park - 13 (90968982).jpg,https://commons.wikimedia.org/wiki/File:Trips_05_-_Cathedral_Park_-_13_(90968982).jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Trips_05_-_Cathedral_Park_-_13_%2890968982%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/Trips_05_-_Cathedral_Park_-_13_%2890968982%29.jpg/960px-Trips_05_-_Cathedral_Park_-_13_%2890968982%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"McKay Savage from London, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,True,False,Part of a formation called 'Stone City'
provincial-cathedral-park,Cathedral Park,wikimedia_commons,Trips 05 - Cathedral Park - 10 (90968918).jpg,https://commons.wikimedia.org/wiki/File:Trips_05_-_Cathedral_Park_-_10_(90968918).jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Trips_05_-_Cathedral_Park_-_10_%2890968918%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/Trips_05_-_Cathedral_Park_-_10_%2890968918%29.jpg/960px-Trips_05_-_Cathedral_Park_-_10_%2890968918%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"McKay Savage from London, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,True,False,Looking back down at Ladyslipper Lake.
provincial-charlie-lake-park,Charlie Lake Park,wikimedia_commons,Catharus ustulatus Charlie Lake.jpg,https://commons.wikimedia.org/wiki/File:Catharus_ustulatus_Charlie_Lake.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Catharus_ustulatus_Charlie_Lake.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Catharus_ustulatus_Charlie_Lake.jpg/960px-Catharus_ustulatus_Charlie_Lake.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Gerry from Fort St. John, BC, Canada",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,False,True,"Commons coordinates: 56.329867, -120.952714; Swainson's Thrush Catharus ustulatus, Charlie Lake, British Columbia, Canada."
provincial-charlie-lake-park,Charlie Lake Park,wikimedia_commons,Ixoreus naevius Charlie Lake.jpg,https://commons.wikimedia.org/wiki/File:Ixoreus_naevius_Charlie_Lake.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Ixoreus_naevius_Charlie_Lake.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Ixoreus_naevius_Charlie_Lake.jpg/960px-Ixoreus_naevius_Charlie_Lake.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Gerry from Fort St. John, BC, Canada",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,False,True,"Varied Thrush Ixoreus naevius, Charlie Lake, British Columbia, Canada."
provincial-chilliwack-river-park,Chilliwack River Park,wikimedia_commons,Chilliwack River Provincial Park 02.jpg,https://commons.wikimedia.org/wiki/File:Chilliwack_River_Provincial_Park_02.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/Chilliwack_River_Provincial_Park_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/Chilliwack_River_Provincial_Park_02.jpg/960px-Chilliwack_River_Provincial_Park_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ginaima,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,False,Chilliwack River Provincial Park
provincial-christina-lake-park,Christina Lake Park,wikimedia_commons,Cascade Falls (159421935).jpeg,https://commons.wikimedia.org/wiki/File:Cascade_Falls_(159421935).jpeg,https://upload.wikimedia.org/wikipedia/commons/6/6b/Cascade_Falls_%28159421935%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6b/Cascade_Falls_%28159421935%29.jpeg/960px-Cascade_Falls_%28159421935%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kelly Fletcher,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,False,True,"500px provided description: Cascade Falls, above Christina Lake BC, Spring time. [#trees ,#canada ,#landscape ,#forest ,#water ,#nature ,#river ,#blue ,#rain ,#rocks ,#beautiful ,#nikon ,#green ,#waterfall ,#bc ,#photography ,#photoshop ,#photographer ,#scenery ,#british columbia ,#cascade falls ,#nature photograph ,#nikon d3200 ,#team nikon ,#christina lake ,#christina lake bc]"
provincial-cinnemousun-narrows-park,Cinnemousun Narrows Park,openverse,"Houseboating on Shuswap Lake near the Cinnemousun Narrows Provincial Park, BC",https://www.flickr.com/photos/72703814@N00/4680942133,https://live.staticflickr.com/4051/4680942133_b4401662a0_b.jpg,https://api.openverse.org/v1/images/230633bc-98e4-457e-a6fb-901f82122105/thumb/,Ryan Van Veen Photography,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,False,True,
provincial-cinnemousun-narrows-park,Cinnemousun Narrows Park,openverse,"Houseboating on Shuswap Lake near the Cinnemousun Narrows Provincial Park, BC",https://www.flickr.com/photos/72703814@N00/4680946333,https://live.staticflickr.com/4002/4680946333_68b6e234ee_b.jpg,https://api.openverse.org/v1/images/65e98bf6-ec89-4d89-9084-fdada30150e6/thumb/,Ryan Van Veen Photography,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,False,True,
provincial-codville-lagoon-marine-park,Codville Lagoon Marine Park,wikimedia_commons,"Shoreline, Codville Lagoon.jpg","https://commons.wikimedia.org/wiki/File:Shoreline,_Codville_Lagoon.jpg",https://upload.wikimedia.org/wikipedia/commons/6/64/Shoreline%2C_Codville_Lagoon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Shoreline%2C_Codville_Lagoon.jpg/960px-Shoreline%2C_Codville_Lagoon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Laurie macbride,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,True,"Commons coordinates: 52.061847, -127.840336; Codville Lagoon Marine Provincial Park is located on King Island, on the east side of Fitz Hugh Sound, along British Columbia's Inside Passage coastal waterway. It is part of the Great Bear Rainforest and traditional territories of the Heiltsuk and Nuxalk Nations."
provincial-columbia-lake-park,Columbia Lake Park,openverse,"Upper Joffre Lake - British Columbia, Canada - Landscape photography",https://www.flickr.com/photos/87690240@N03/48563239936,https://live.staticflickr.com/65535/48563239936_bdccbaed09_b.jpg,https://api.openverse.org/v1/images/8390869f-5cad-4739-9f9c-09e0014e171b/thumb/,Giuseppe Milo (www.pixael.com),CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,False,True,
provincial-columbia-lake-park,Columbia Lake Park,openverse,"Emerald Lake - British Columbia, Canada - Landscape photography",https://www.flickr.com/photos/87690240@N03/48737261156,https://live.staticflickr.com/65535/48737261156_5da777f4c1_b.jpg,https://api.openverse.org/v1/images/cdf05dc8-2850-43e4-b66d-eb7f7d24d059/thumb/,Giuseppe Milo (www.pixael.com),CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,False,True,
provincial-coquihalla-canyon-park,Coquihalla Canyon Park,wikimedia_commons,Othello Tunnels.jpg,https://commons.wikimedia.org/wiki/File:Othello_Tunnels.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Othello_Tunnels.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/Othello_Tunnels.jpg/960px-Othello_Tunnels.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Clayoquot,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,False,True,"A trestle and tunnel entrance in Coquihalla Canyon Provincial Park, British Columbia"
provincial-coquihalla-canyon-park,Coquihalla Canyon Park,wikimedia_commons,Coquihalla Canyon.jpg,https://commons.wikimedia.org/wiki/File:Coquihalla_Canyon.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Coquihalla_Canyon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Coquihalla_Canyon.jpg/960px-Coquihalla_Canyon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,The High Fin Sperm Whale,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,True,False,Vertical panorama of rock face in Coquihalla Canyon.
